Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,94996125,01/28/2026 04:56,01/28/2026 04:59,XAUUSD,Sell,0.010,5233.86000,0.00000,5228.06000,5233.87000,0.0000,0.0000,-581.0,-5.81,-0.40,"PythonX XAUUSD M1[sl 5233.86]",525252,00:00:03:17,,,,,,,,,,,,
,94996021,01/28/2026 04:53,01/28/2026 04:54,XAUUSD,Sell,0.010,5232.77000,0.00000,5227.09000,5232.91000,0.0000,0.0000,-582.0,-5.82,-0.39,"PythonX XAUUSD M1[sl 5232.77]",525252,00:00:01:48,,,,,,,,,,,,
,94994081,01/28/2026 03:49,01/28/2026 03:58,XAUUSD,Sell,0.010,0.00000,5211.97000,5220.36000,5211.97000,0.0000,0.0000,839.0,8.39,0.57,"PythonX XAUUSD M1[tp 5211.97]",525252,00:00:09:02,,,,,,,,,,,,
,94933115,01/27/2026 13:07,01/27/2026 13:48,XAUUSD,Sell,0.050,0.00000,0.00000,5086.45000,5079.23000,0.0000,0.0000,722.0,36.10,2.52,"PythonX XAUUSD M1",525252,00:00:41:20,87.5,36m,586.0,0.19,1308.0,65.4,-250.0,-12.5,84.0,62.4,-586.00,-29.30
,94926842,01/27/2026 10:10,01/27/2026 10:29,XAUUSD,Buy,0.030,5078.24000,0.00000,5083.93000,5078.19000,0.0000,0.0000,-574.0,-17.22,-1.19,"PythonX XAUUSD M1[sl 5078.24]",525252,00:00:19:09,,,,,,,,,,,,
,94926456,01/27/2026 10:01,01/27/2026 10:06,XAUUSD,Buy,0.020,5082.28000,0.00000,5087.56000,5082.20000,0.0000,0.0000,-536.0,-10.72,-0.73,"PythonX XAUUSD M1[sl 5082.28]",525252,00:00:05:21,,,,,,,,,,,,
,94921108,01/27/2026 07:50,01/27/2026 08:01,XAUUSD,Sell,0.010,5085.57000,0.00000,5079.89000,5085.91000,0.0000,0.0000,-602.0,-6.02,-0.41,"PythonX XAUUSD M1[sl 5085.57]",525252,00:00:11:04,,,,,,,,,,,,
,94917969,01/27/2026 05:25,01/27/2026 05:40,XAUUSD,Sell,0.010,5076.21000,0.00000,5070.49000,5076.28000,0.0000,0.0000,-579.0,-5.79,-0.39,"PythonX XAUUSD M1[sl 5076.21]",525252,00:00:15:38,,,,,,,,,,,,
,94917278,01/27/2026 04:56,01/27/2026 05:05,XAUUSD,Buy,0.010,5065.31000,0.00000,5071.35000,5065.14000,0.0000,0.0000,-621.0,-6.21,-0.42,"PythonX XAUUSD M1[sl 5065.31]",525252,00:00:09:26,,,,,,,,,,,,
,94838479,01/26/2026 11:58,01/26/2026 12:14,XAUUSD,Buy,0.010,0.00000,5088.87000,5080.36000,5088.88000,0.0000,0.0000,852.0,8.52,0.58,"PythonX XAUUSD M1[tp 5088.87]",525252,00:00:16:09,,,,,,,,,,,,
,94837894,01/26/2026 11:43,01/26/2026 11:49,XAUUSD,Buy,0.010,5083.52000,0.00000,5089.23000,5083.52000,0.0000,0.0000,-571.0,-5.71,-0.39,"PythonX XAUUSD M1[sl 5083.52]",525252,00:00:06:54,,,,,,,,,,,,
,94837530,01/26/2026 11:34,01/26/2026 11:40,XAUUSD,Sell,0.010,0.00000,5088.96000,5097.28000,5088.84000,0.0000,0.0000,844.0,8.44,0.58,"PythonX XAUUSD M1[tp 5088.96]",525252,00:00:06:55,,,,,,,,,,,,
,94834996,01/26/2026 10:06,01/26/2026 10:51,XAUUSD,Sell,0.010,0.00000,5085.47000,5093.78000,5085.03000,0.0000,0.0000,875.0,8.75,0.60,"PythonX XAUUSD M1[tp 5085.47]",525252,00:00:45:41,,,,,,,,,,,,
,94832148,01/26/2026 08:41,01/26/2026 08:42,XAUUSD,Sell,0.010,5088.32000,0.00000,5082.43000,5088.42000,0.0000,0.0000,-599.0,-5.99,-0.41,"PythonX XAUUSD M1[sl 5088.32]",525252,00:00:01:50,,,,,,,,,,,,
,94824088,01/26/2026 03:37,01/26/2026 03:39,XAUUSD,Sell,0.010,0.00000,5073.38000,5081.58000,5073.33000,0.0000,0.0000,825.0,8.25,0.57,"PythonX XAUUSD M1[tp 5073.38]",525252,00:00:02:03,,,,,,,,,,,,
,53931786,01/23/2026 16:21,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-700.00,0,"CORR:VN2PEJ",0,00:00:00:00,,,,,,,,,,,,
,94754879,01/23/2026 14:08,01/23/2026 14:37,XAUUSD,Sell,0.010,4937.71000,0.00000,4931.98000,4937.74000,0.0000,0.0000,-576.0,-5.76,-0.27,"PythonX XAUUSD M1[sl 4937.71]",525252,00:00:29:23,,,,,,,,,,,,
,94750909,01/23/2026 12:29,01/23/2026 13:01,XAUUSD,Sell,0.020,0.00000,4922.47000,4930.87000,4922.20000,0.0000,0.0000,867.0,17.34,0.81,"PythonX XAUUSD M1[tp 4922.47]",525252,00:00:32:07,,,,,,,,,,,,
,94749781,01/23/2026 12:04,01/23/2026 12:19,XAUUSD,Sell,0.010,4926.24000,0.00000,4920.75000,4926.27000,0.0000,0.0000,-552.0,-5.52,-0.26,"PythonX XAUUSD M1[sl 4926.24]",525252,00:00:15:10,,,,,,,,,,,,
,94749277,01/23/2026 11:47,01/23/2026 11:50,XAUUSD,Sell,0.010,4921.78000,0.00000,4916.60000,4921.80000,0.0000,0.0000,-520.0,-5.20,-0.24,"PythonX XAUUSD M1[sl 4921.78]",525252,00:00:03:50,,,,,,,,,,,,
,94747929,01/23/2026 11:21,01/23/2026 11:28,XAUUSD,Buy,0.010,4907.14000,0.00000,4912.72000,4907.13000,0.0000,0.0000,-559.0,-5.59,-0.26,"PythonX XAUUSD M1[sl 4907.14]",525252,00:00:07:18,,,,,,,,,,,,
,94745533,01/23/2026 10:30,01/23/2026 10:36,XAUUSD,Buy,0.020,0.00000,4922.00000,4913.74000,4922.04000,0.0000,0.0000,830.0,16.60,0.77,"PythonX XAUUSD M1[tp 4922.00]",525252,00:00:06:58,,,,,,,,,,,,
,94742220,01/23/2026 09:46,01/23/2026 10:00,XAUUSD,Buy,0.010,4942.65000,0.00000,4948.00000,4942.65000,0.0000,0.0000,-535.0,-5.35,-0.25,"PythonX XAUUSD M1[sl 4942.65]",525252,00:00:14:15,,,,,,,,,,,,
,94738911,01/23/2026 08:15,01/23/2026 09:44,XAUUSD,Buy,0.010,4947.22000,0.00000,4953.00000,4947.22000,0.0000,0.0000,-578.0,-5.78,-0.27,"PythonX XAUUSD M1[sl 4947.22]",525252,00:01:29:41,0.0,0s,4777.0,5000.00,0.0,0.0,-4777.0,-47.77,0.0,87.9,-578.00,-5.78
,94736921,01/23/2026 06:53,01/23/2026 07:46,XAUUSD,Sell,0.010,4963.36000,0.00000,4957.66000,4963.38000,0.0000,0.0000,-572.0,-5.72,-0.26,"PythonX XAUUSD M1[sl 4963.36]",525252,00:00:53:47,,,,,,,,,,,,
,94655397,01/22/2026 13:17,01/22/2026 13:49,XAUUSD,Buy,0.030,0.00000,4834.63000,4826.37000,4834.70000,0.0000,0.0000,833.0,24.99,1.17,"PythonX XAUUSD M1[tp 4834.63]",525252,00:00:32:04,,,,,,,,,,,,
,94650630,01/22/2026 11:26,01/22/2026 11:32,XAUUSD,Buy,0.020,4824.89000,0.00000,4830.71000,4824.53000,0.0000,0.0000,-618.0,-12.36,-0.58,"PythonX XAUUSD M1[sl 4824.89]",525252,00:00:06:22,,,,,,,,,,,,
,94647803,01/22/2026 10:58,01/22/2026 11:11,XAUUSD,Sell,0.010,4835.46000,0.00000,4829.76000,4835.64000,0.0000,0.0000,-588.0,-5.88,-0.27,"PythonX XAUUSD M1[sl 4835.46]",525252,00:00:13:45,,,,,,,,,,,,
,94644643,01/22/2026 09:49,01/22/2026 10:10,XAUUSD,Buy,0.010,4827.49000,0.00000,4833.26000,4827.42000,0.0000,0.0000,-584.0,-5.84,-0.27,"PythonX XAUUSD M1[sl 4827.49]",525252,00:00:21:19,,,,,,,,,,,,
,94643048,01/22/2026 09:01,01/22/2026 09:05,XAUUSD,Sell,0.010,4831.54000,0.00000,4825.88000,4831.54000,0.0000,0.0000,-566.0,-5.66,-0.26,"PythonX XAUUSD M1[sl 4831.54]",525252,00:00:04:51,,,,,,,,,,,,
,94548156,01/21/2026 14:03,01/21/2026 14:19,XAUUSD,Sell,0.010,0.00000,4856.64000,4864.92000,4856.58000,0.0000,0.0000,834.0,8.34,0.39,"PythonX XAUUSD M1[tp 4856.64]",525252,00:00:16:33,,,,,,,,,,,,
,94542557,01/21/2026 11:37,01/21/2026 13:44,XAUUSD,Sell,0.020,0.00000,4861.35000,4869.65000,4861.25000,0.0000,0.0000,840.0,16.80,0.79,"PythonX XAUUSD M1[tp 4861.35]",525252,00:02:07:09,87.5,1h 51m,1502.0,0.91,840.0,16.8,-767.0,-15.34,52.3,100.0,0.00,0.00
,94542389,01/21/2026 11:30,01/21/2026 11:30,XAUUSD,Sell,0.010,4872.14000,0.00000,4866.25000,4874.99000,0.0000,0.0000,-874.0,-8.74,-0.41,"PythonX XAUUSD M1[sl 4872.14]",525252,00:00:00:02,,,,,,,,,,,,
,94540170,01/21/2026 10:35,01/21/2026 10:56,XAUUSD,Buy,0.010,4857.37000,0.00000,4863.09000,4856.69000,0.0000,0.0000,-640.0,-6.40,-0.30,"PythonX XAUUSD M1[sl 4857.37]",525252,00:00:21:34,,,,,,,,,,,,
,94527852,01/21/2026 08:25,01/21/2026 08:27,XAUUSD,Sell,0.010,4885.10000,0.00000,4879.40000,4885.15000,0.0000,0.0000,-575.0,-5.75,-0.27,"PythonX XAUUSD M1[sl 4885.10]",525252,00:00:02:21,,,,,,,,,,,,
,94522272,01/21/2026 07:06,01/21/2026 07:16,XAUUSD,Buy,0.010,0.00000,4869.70000,4861.11000,4869.86000,0.0000,0.0000,875.0,8.75,0.41,"PythonX XAUUSD M1[tp 4869.70]",525252,00:00:10:55,,,,,,,,,,,,
,94521351,01/21/2026 06:46,01/21/2026 06:55,XAUUSD,Sell,0.010,4868.99000,0.00000,4863.30000,4868.99000,0.0000,0.0000,-569.0,-5.69,-0.26,"PythonX XAUUSD M1[sl 4868.99]",525252,00:00:09:14,,,,,,,,,,,,
,94521018,01/21/2026 06:40,01/21/2026 06:43,XAUUSD,Sell,0.010,4864.97000,0.00000,4859.43000,4865.00000,0.0000,0.0000,-557.0,-5.57,-0.26,"PythonX XAUUSD M1[sl 4864.97]",525252,00:00:03:21,,,,,,,,,,,,
,94442722,01/20/2026 15:48,01/20/2026 15:52,XAUUSD,Sell,0.010,4733.70000,0.00000,4728.10000,4733.74000,0.0000,0.0000,-564.0,-5.64,-0.26,"PythonX XAUUSD M1[sl 4733.70]",525252,00:00:04:07,,,,,,,,,,,,
,94435254,01/20/2026 15:24,01/20/2026 15:33,XAUUSD,Buy,0.010,4715.46000,0.00000,4721.18000,4715.42000,0.0000,0.0000,-576.0,-5.76,-0.26,"PythonX XAUUSD M1[sl 4715.46]",525252,00:00:09:48,,,,,,,,,,,,
,94416825,01/20/2026 13:41,01/20/2026 15:21,XAUUSD,Sell,0.010,0.00000,4721.61000,4729.95000,4721.55000,0.0000,0.0000,840.0,8.40,0.39,"PythonX XAUUSD M1[tp 4721.61]",525252,00:01:40:14,28.6,28m,2036.0,2.42,840.0,8.4,-2036.0,-20.36,29.2,100.0,0.00,0.00
,94411170,01/20/2026 12:15,01/20/2026 12:31,XAUUSD,Buy,0.010,4726.06000,0.00000,4731.70000,4726.04000,0.0000,0.0000,-566.0,-5.66,-0.26,"PythonX XAUUSD M1[sl 4726.06]",525252,00:00:16:34,,,,,,,,,,,,
,94407774,01/20/2026 11:21,01/20/2026 11:30,XAUUSD,Buy,0.010,0.00000,4733.58000,4725.07000,4733.59000,0.0000,0.0000,852.0,8.52,0.39,"PythonX XAUUSD M1[tp 4733.58]",525252,00:00:09:13,,,,,,,,,,,,
,94405348,01/20/2026 10:50,01/20/2026 10:56,XAUUSD,Sell,0.010,4729.65000,0.00000,4723.95000,4729.67000,0.0000,0.0000,-572.0,-5.72,-0.26,"PythonX XAUUSD M1[sl 4729.65]",525252,00:00:06:45,,,,,,,,,,,,
,94398002,01/20/2026 09:14,01/20/2026 09:26,XAUUSD,Sell,0.010,4721.62000,0.00000,4715.95000,4721.64000,0.0000,0.0000,-569.0,-5.69,-0.26,"PythonX XAUUSD M1[sl 4721.62]",525252,00:00:12:48,,,,,,,,,,,,
,94396324,01/20/2026 08:41,01/20/2026 09:01,XAUUSD,Buy,0.010,0.00000,4715.99000,4707.32000,4716.02000,0.0000,0.0000,870.0,8.70,0.40,"PythonX XAUUSD M1[tp 4715.99]",525252,00:00:20:35,,,,,,,,,,,,
,94390505,01/20/2026 07:08,01/20/2026 07:34,XAUUSD,Sell,0.010,4703.77000,0.00000,4698.11000,4703.99000,0.0000,0.0000,-588.0,-5.88,-0.27,"PythonX XAUUSD M1[sl 4703.77]",525252,00:00:26:44,,,,,,,,,,,,
,94335912,01/19/2026 14:20,01/19/2026 16:10,XAUUSD,Sell,0.010,0.00000,4662.04000,4670.33000,4662.03000,0.0000,0.0000,830.0,8.30,0.38,"PythonX XAUUSD M1[tp 4662.04]",525252,00:01:50:25,,,,,,,,,,,,
,94324374,01/19/2026 09:43,01/19/2026 13:56,XAUUSD,Buy,0.010,4659.91000,0.00000,4665.61000,4659.89000,0.0000,0.0000,-572.0,-5.72,-0.26,"PythonX XAUUSD M1[sl 4659.91]",525252,00:04:13:31,62.5,2h 38m,1221.0,0.88,649.0,6.49,-572.0,-5.72,53.2,0.0,-1221.00,-12.21
,94322114,01/19/2026 08:36,01/19/2026 09:18,XAUUSD,Sell,0.010,0.00000,4665.62000,4673.94000,4665.29000,0.0000,0.0000,865.0,8.65,0.40,"PythonX XAUUSD M1[tp 4665.62]",525252,00:00:42:00,,,,,,,,,,,,
,94152981,01/15/2026 13:48,01/15/2026 15:01,XAUUSD,Buy,0.020,4611.58000,0.00000,4617.26000,4611.49000,0.0000,0.0000,-577.0,-11.54,-0.53,"PythonX XAUUSD M1[sl 4611.58]",525252,00:01:13:01,,,,,,,,,,,,
,94150134,01/15/2026 12:41,01/15/2026 13:35,XAUUSD,Sell,0.010,4622.87000,0.00000,4617.16000,4622.91000,0.0000,0.0000,-575.0,-5.75,-0.26,"PythonX XAUUSD M1[sl 4622.87]",525252,00:00:54:46,,,,,,,,,,,,
,94146114,01/15/2026 11:45,01/15/2026 12:24,XAUUSD,Sell,0.010,4614.81000,0.00000,4609.10000,4615.24000,0.0000,0.0000,-614.0,-6.14,-0.28,"PythonX XAUUSD M1[sl 4614.81]",525252,00:00:39:25,,,,,,,,,,,,
,94140340,01/15/2026 10:18,01/15/2026 11:44,XAUUSD,Sell,0.010,4610.73000,0.00000,4605.02000,4610.80000,0.0000,0.0000,-578.0,-5.78,-0.26,"PythonX XAUUSD M1[sl 4610.73]",525252,00:01:26:09,,,,,,,,,,,,
,94133968,01/15/2026 08:34,01/15/2026 09:17,XAUUSD,Buy,0.010,0.00000,4612.32000,4604.01000,4612.35000,0.0000,0.0000,834.0,8.34,0.38,"PythonX XAUUSD M1[tp 4612.32]",525252,00:00:43:56,,,,,,,,,,,,
,94129881,01/15/2026 07:31,01/15/2026 07:35,XAUUSD,Sell,0.010,0.00000,4582.13000,4590.80000,4582.13000,0.0000,0.0000,867.0,8.67,0.40,"PythonX XAUUSD M1[tp 4582.13]",525252,00:00:04:37,,,,,,,,,,,,
,94125916,01/15/2026 06:05,01/15/2026 07:16,XAUUSD,Buy,0.010,4584.12000,0.00000,4589.78000,4584.12000,0.0000,0.0000,-566.0,-5.66,-0.26,"PythonX XAUUSD M1[sl 4584.12]",525252,00:01:11:21,,,,,,,,,,,,
,94120414,01/15/2026 04:50,01/15/2026 04:51,XAUUSD,Buy,0.010,4598.70000,0.00000,4604.46000,4598.70000,0.0000,0.0000,-576.0,-5.76,-0.26,"PythonX XAUUSD M1[sl 4598.70]",525252,00:00:01:30,,,,,,,,,,,,
,94040210,01/14/2026 15:01,01/14/2026 15:30,XAUUSD,Sell,0.010,0.00000,4627.73000,4635.95000,4627.62000,0.0000,0.0000,833.0,8.33,0.38,"PythonX XAUUSD M1[tp 4627.73]",525252,00:00:29:16,,,,,,,,,,,,
,94025768,01/14/2026 12:44,01/14/2026 13:32,XAUUSD,Sell,0.020,0.00000,4628.43000,4636.74000,4628.39000,0.0000,0.0000,835.0,16.70,0.77,"PythonX XAUUSD M1[tp 4628.43]",525252,00:00:48:44,,,,,,,,,,,,
,94019988,01/14/2026 10:39,01/14/2026 10:46,XAUUSD,Sell,0.010,4634.39000,0.00000,4628.70000,4634.40000,0.0000,0.0000,-570.0,-5.70,-0.26,"PythonX XAUUSD M1[sl 4634.39]",525252,00:00:07:07,,,,,,,,,,,,
,94017869,01/14/2026 10:02,01/14/2026 10:05,XAUUSD,Buy,0.010,4627.33000,0.00000,4633.05000,4627.27000,0.0000,0.0000,-578.0,-5.78,-0.27,"PythonX XAUUSD M1[sl 4627.33]",525252,00:00:03:41,,,,,,,,,,,,
,94008808,01/14/2026 06:02,01/14/2026 07:01,XAUUSD,Sell,0.010,4633.58000,0.00000,4628.01000,4633.66000,0.0000,0.0000,-565.0,-5.65,-0.26,"PythonX XAUUSD M1[sl 4633.58]",525252,00:00:59:54,,,,,,,,,,,,
,94007555,01/14/2026 05:31,01/14/2026 05:39,XAUUSD,Buy,0.010,0.00000,4624.57000,4616.27000,4624.59000,0.0000,0.0000,832.0,8.32,0.38,"PythonX XAUUSD M1[tp 4624.57]",525252,00:00:08:12,,,,,,,,,,,,
,93941446,01/13/2026 14:43,01/13/2026 14:49,XAUUSD,Sell,0.010,4589.92000,0.00000,4584.22000,4589.95000,0.0000,0.0000,-573.0,-5.73,-0.26,"PythonX XAUUSD M1[sl 4589.92]",525252,00:00:06:55,,,,,,,,,,,,
,93931433,01/13/2026 12:10,01/13/2026 14:28,XAUUSD,Buy,0.010,4578.23000,0.00000,4583.86000,4578.14000,0.0000,0.0000,-572.0,-5.72,-0.26,"PythonX XAUUSD M1[sl 4578.23]",525252,00:02:18:31,75.0,1h 43m,4051.0,0.16,3479.0,34.79,-572.0,-5.72,85.9,0.0,-4051.00,-40.51
,93928130,01/13/2026 10:34,01/13/2026 12:04,XAUUSD,Sell,0.030,0.00000,4583.63000,4591.89000,4583.53000,0.0000,0.0000,836.0,25.08,1.16,"PythonX XAUUSD M1[tp 4583.63]",525252,00:01:30:15,,,,,,,,,,,,
,93925165,01/13/2026 09:12,01/13/2026 10:11,XAUUSD,Sell,0.020,4589.95000,0.00000,4584.29000,4589.98000,0.0000,0.0000,-569.0,-11.38,-0.53,"PythonX XAUUSD M1[sl 4589.95]",525252,00:00:59:02,,,,,,,,,,,,
,93923530,01/13/2026 08:35,01/13/2026 08:36,XAUUSD,Buy,0.010,4578.52000,0.00000,4584.20000,4578.50000,0.0000,0.0000,-570.0,-5.70,-0.26,"PythonX XAUUSD M1[sl 4578.52]",525252,00:00:01:42,,,,,,,,,,,,
,93922356,01/13/2026 08:04,01/13/2026 08:23,XAUUSD,Buy,0.010,4585.40000,0.00000,4591.11000,4585.39000,0.0000,0.0000,-572.0,-5.72,-0.26,"PythonX XAUUSD M1[sl 4585.40]",525252,00:00:19:33,,,,,,,,,,,,
,93917975,01/13/2026 05:07,01/13/2026 07:28,XAUUSD,Sell,0.010,4600.43000,0.00000,4594.71000,4600.59000,0.0000,0.0000,-588.0,-5.88,-0.27,"PythonX XAUUSD M1[sl 4600.43]",525252,00:02:21:22,75.0,1h 46m,1921.0,0.44,1333.0,13.33,-588.0,-5.88,69.4,0.0,-1921.00,-19.21
,93851255,01/12/2026 10:54,01/12/2026 12:08,XAUUSD,Sell,0.010,0.00000,4587.36000,4595.87000,4587.35000,0.0000,0.0000,852.0,8.52,0.39,"PythonX XAUUSD M1[tp 4587.36]",525252,00:01:14:39,,,,,,,,,,,,
,93848886,01/12/2026 10:00,01/12/2026 10:47,XAUUSD,Sell,0.010,4593.13000,0.00000,4587.47000,4593.19000,0.0000,0.0000,-572.0,-5.72,-0.26,"PythonX XAUUSD M1[sl 4593.13]",525252,00:00:47:56,,,,,,,,,,,,
,93847145,01/12/2026 09:14,01/12/2026 09:22,XAUUSD,Sell,0.010,4587.62000,0.00000,4581.92000,4587.62000,0.0000,0.0000,-570.0,-5.70,-0.26,"PythonX XAUUSD M1[sl 4587.62]",525252,00:00:08:23,,,,,,,,,,,,
,93845511,01/12/2026 08:14,01/12/2026 09:09,XAUUSD,Buy,0.010,0.00000,4581.39000,4573.08000,4581.51000,0.0000,0.0000,843.0,8.43,0.39,"PythonX XAUUSD M1[tp 4581.39]",525252,00:00:55:12,,,,,,,,,,,,
,93844736,01/12/2026 07:49,01/12/2026 08:07,XAUUSD,Sell,0.010,0.00000,4574.11000,4582.66000,4573.90000,0.0000,0.0000,876.0,8.76,0.40,"PythonX XAUUSD M1[tp 4574.11]",525252,00:00:18:36,,,,,,,,,,,,
,93843759,01/12/2026 07:12,01/12/2026 07:30,XAUUSD,Sell,0.010,4575.71000,0.00000,4569.87000,4575.74000,0.0000,0.0000,-587.0,-5.87,-0.27,"PythonX XAUUSD M1[sl 4575.71]",525252,00:00:18:55,,,,,,,,,,,,
,93842387,01/12/2026 05:50,01/12/2026 06:34,XAUUSD,Buy,0.010,4565.34000,0.00000,4571.01000,4565.21000,0.0000,0.0000,-580.0,-5.80,-0.27,"PythonX XAUUSD M1[sl 4565.34]",525252,00:00:44:20,,,,,,,,,,,,
